#IDXCOL=1,DATACOL=3,SEP=' '
timeStep numberPedsInformed-PID12 numberPedsAll-PID12 percentageInformed-PID12
101 0 7 0.0
102 0 7 0.0
103 0 7 0.0
104 0 8 0.0
105 0 8 0.0
106 0 8 0.0
107 0 8 0.0
108 0 8 0.0
109 0 9 0.0
110 0 9 0.0
111 0 9 0.0
112 0 9 0.0
113 0 9 0.0
114 0 9 0.0
115 0 9 0.0
116 0 9 0.0
117 0 9 0.0
118 0 9 0.0
119 0 9 0.0
120 0 9 0.0
121 0 9 0.0
122 0 9 0.0
123 0 9 0.0
124 0 9 0.0
125 0 9 0.0
126 0 9 0.0
127 0 9 0.0
128 0 9 0.0
129 0 9 0.0
130 0 9 0.0
131 0 9 0.0
132 0 9 0.0
133 0 9 0.0
134 0 9 0.0
135 0 9 0.0
136 0 9 0.0
137 0 9 0.0
138 0 9 0.0
139 0 9 0.0
140 0 9 0.0
141 0 9 0.0
142 0 9 0.0
143 0 9 0.0
144 0 9 0.0
145 0 9 0.0
146 0 9 0.0
147 0 9 0.0
148 0 9 0.0
149 0 9 0.0
150 0 9 0.0
151 0 9 0.0
152 0 9 0.0
153 0 9 0.0
154 0 9 0.0
155 0 9 0.0
156 0 9 0.0
157 0 9 0.0
158 0 9 0.0
159 0 9 0.0
160 0 9 0.0
161 0 9 0.0
162 0 9 0.0
163 0 9 0.0
164 0 9 0.0
165 0 9 0.0
166 0 9 0.0
167 0 9 0.0
168 0 9 0.0
169 0 9 0.0
170 0 9 0.0
171 0 9 0.0
172 0 9 0.0
173 0 9 0.0
174 0 9 0.0
175 0 9 0.0
176 0 9 0.0
177 0 9 0.0
178 0 9 0.0
179 0 9 0.0
180 0 9 0.0
181 0 9 0.0
182 0 9 0.0
183 0 9 0.0
184 0 9 0.0
185 0 9 0.0
186 0 9 0.0
187 0 9 0.0
188 0 9 0.0
189 0 10 0.0
190 0 10 0.0
191 0 10 0.0
192 0 10 0.0
193 0 10 0.0
194 0 11 0.0
195 0 11 0.0
196 0 11 0.0
197 0 11 0.0
198 0 11 0.0
199 0 11 0.0
200 0 11 0.0
201 0 11 0.0
202 0 11 0.0
203 0 11 0.0
204 0 11 0.0
205 0 11 0.0
206 0 11 0.0
207 0 11 0.0
208 0 11 0.0
209 0 11 0.0
210 0 11 0.0
211 0 11 0.0
212 0 11 0.0
213 0 11 0.0
214 0 11 0.0
215 0 11 0.0
216 0 11 0.0
217 0 11 0.0
218 0 11 0.0
219 0 11 0.0
220 0 11 0.0
221 0 11 0.0
222 0 11 0.0
223 0 11 0.0
224 0 11 0.0
225 0 11 0.0
226 0 11 0.0
227 0 11 0.0
228 0 11 0.0
229 0 11 0.0
230 0 11 0.0
231 0 11 0.0
232 0 11 0.0
233 0 11 0.0
234 0 11 0.0
235 0 11 0.0
236 0 11 0.0
237 0 10 0.0
238 0 10 0.0
239 0 10 0.0
240 0 10 0.0
241 0 10 0.0
242 0 10 0.0
243 0 10 0.0
244 0 10 0.0
245 0 10 0.0
246 0 10 0.0
247 0 10 0.0
248 0 10 0.0
249 0 10 0.0
250 0 10 0.0
251 0 10 0.0
252 3 10 0.3
253 3 10 0.3
254 4 10 0.4
255 4 10 0.4
256 4 10 0.4
257 4 10 0.4
258 4 10 0.4
259 4 10 0.4
260 4 10 0.4
261 4 10 0.4
262 4 10 0.4
263 4 10 0.4
264 4 10 0.4
265 4 10 0.4
266 4 10 0.4
267 4 10 0.4
268 4 10 0.4
269 4 10 0.4
270 4 10 0.4
271 4 10 0.4
272 4 10 0.4
273 4 10 0.4
274 4 10 0.4
275 4 10 0.4
276 4 11 0.36363636363636365
277 5 11 0.45454545454545453
278 5 11 0.45454545454545453
279 7 11 0.6363636363636364
280 7 11 0.6363636363636364
281 7 11 0.6363636363636364
282 7 11 0.6363636363636364
283 7 11 0.6363636363636364
284 7 11 0.6363636363636364
285 7 11 0.6363636363636364
286 7 11 0.6363636363636364
287 7 11 0.6363636363636364
288 7 11 0.6363636363636364
289 7 11 0.6363636363636364
290 7 11 0.6363636363636364
291 7 11 0.6363636363636364
292 7 11 0.6363636363636364
293 7 11 0.6363636363636364
294 7 11 0.6363636363636364
295 7 11 0.6363636363636364
296 7 11 0.6363636363636364
297 7 11 0.6363636363636364
298 7 11 0.6363636363636364
299 7 11 0.6363636363636364
300 7 11 0.6363636363636364
301 7 11 0.6363636363636364
302 7 11 0.6363636363636364
303 7 11 0.6363636363636364
304 7 11 0.6363636363636364
305 7 11 0.6363636363636364
306 7 11 0.6363636363636364
307 7 11 0.6363636363636364
308 7 11 0.6363636363636364
309 7 11 0.6363636363636364
310 7 11 0.6363636363636364
311 7 11 0.6363636363636364
312 7 11 0.6363636363636364
313 7 11 0.6363636363636364
314 7 11 0.6363636363636364
315 7 11 0.6363636363636364
316 7 11 0.6363636363636364
317 8 11 0.7272727272727273
318 8 11 0.7272727272727273
319 8 11 0.7272727272727273
320 8 11 0.7272727272727273
321 8 11 0.7272727272727273
322 8 11 0.7272727272727273
323 8 11 0.7272727272727273
324 8 11 0.7272727272727273
325 8 11 0.7272727272727273
326 8 11 0.7272727272727273
327 8 11 0.7272727272727273
328 8 11 0.7272727272727273
329 8 11 0.7272727272727273
330 8 11 0.7272727272727273
331 8 11 0.7272727272727273
332 9 11 0.8181818181818182
333 9 12 0.75
334 10 12 0.8333333333333334
335 10 13 0.7692307692307693
336 10 13 0.7692307692307693
337 10 13 0.7692307692307693
338 10 12 0.8333333333333334
339 10 12 0.8333333333333334
340 10 12 0.8333333333333334
341 10 12 0.8333333333333334
342 10 12 0.8333333333333334
343 10 12 0.8333333333333334
344 10 12 0.8333333333333334
345 10 12 0.8333333333333334
346 10 12 0.8333333333333334
347 10 12 0.8333333333333334
348 10 12 0.8333333333333334
349 10 12 0.8333333333333334
350 10 12 0.8333333333333334
351 10 12 0.8333333333333334
352 10 12 0.8333333333333334
353 10 12 0.8333333333333334
354 10 12 0.8333333333333334
355 10 12 0.8333333333333334
356 10 12 0.8333333333333334
357 10 12 0.8333333333333334
358 10 12 0.8333333333333334
359 10 12 0.8333333333333334
360 10 12 0.8333333333333334
361 10 12 0.8333333333333334
362 11 13 0.8461538461538461
363 11 13 0.8461538461538461
364 11 13 0.8461538461538461
365 11 13 0.8461538461538461
366 11 13 0.8461538461538461
367 11 13 0.8461538461538461
368 11 13 0.8461538461538461
369 11 13 0.8461538461538461
370 11 13 0.8461538461538461
371 11 14 0.7857142857142857
372 12 14 0.8571428571428571
373 12 14 0.8571428571428571
374 12 14 0.8571428571428571
375 12 14 0.8571428571428571
376 12 14 0.8571428571428571
377 12 14 0.8571428571428571
378 12 14 0.8571428571428571
379 12 14 0.8571428571428571
380 12 14 0.8571428571428571
381 12 14 0.8571428571428571
382 12 14 0.8571428571428571
383 12 14 0.8571428571428571
384 12 14 0.8571428571428571
385 12 14 0.8571428571428571
386 12 14 0.8571428571428571
387 12 14 0.8571428571428571
388 12 14 0.8571428571428571
389 13 15 0.8666666666666667
390 13 15 0.8666666666666667
391 13 15 0.8666666666666667
392 13 15 0.8666666666666667
393 13 15 0.8666666666666667
394 13 15 0.8666666666666667
395 13 15 0.8666666666666667
396 13 15 0.8666666666666667
397 13 15 0.8666666666666667
398 13 15 0.8666666666666667
399 13 15 0.8666666666666667
400 13 15 0.8666666666666667
401 13 15 0.8666666666666667
402 13 15 0.8666666666666667
403 13 15 0.8666666666666667
404 13 15 0.8666666666666667
405 13 15 0.8666666666666667
406 13 15 0.8666666666666667
407 13 15 0.8666666666666667
408 13 15 0.8666666666666667
409 13 15 0.8666666666666667
410 13 14 0.9285714285714286
411 13 14 0.9285714285714286
412 13 14 0.9285714285714286
413 13 14 0.9285714285714286
414 13 14 0.9285714285714286
415 13 14 0.9285714285714286
416 13 14 0.9285714285714286
417 14 15 0.9333333333333333
418 14 15 0.9333333333333333
419 14 15 0.9333333333333333
420 14 15 0.9333333333333333
421 13 14 0.9285714285714286
422 13 14 0.9285714285714286
423 13 13 1.0
