id,run_id,Unnamed: 0,timeStep,numberPedsInformed-PID12,numberPedsAll-PID12,percentageInformed-PID12
0,0,0,0.0,0,10,0.0
0,0,1,0.4000000000000057,0,10,0.0
0,0,2,0.8000000000000114,3,10,0.3
0,0,3,1.2000000000000028,3,10,0.3
0,0,4,1.6000000000000083,4,10,0.4
0,0,5,2.0,4,10,0.4
0,0,6,2.4000000000000057,4,10,0.4
0,0,7,2.800000000000012,4,10,0.4
0,0,8,3.200000000000003,4,10,0.4
0,0,9,3.6000000000000085,4,10,0.4
0,0,10,4.0,4,10,0.4
0,0,11,4.400000000000006,4,10,0.4
0,0,12,4.800000000000012,4,10,0.4
0,0,13,5.200000000000003,4,10,0.4
0,0,14,5.6000000000000085,4,10,0.4
0,0,15,6.0,4,10,0.4
0,0,16,6.400000000000006,4,10,0.4
0,0,17,6.800000000000012,4,10,0.4
0,0,18,7.200000000000002,4,10,0.4
0,0,19,7.600000000000008,4,10,0.4
0,0,20,8.0,4,10,0.4
0,0,21,8.400000000000006,4,10,0.4
0,0,22,8.800000000000011,4,10,0.4
0,0,23,9.200000000000003,4,10,0.4
0,0,24,9.600000000000009,4,10,0.4
0,0,25,10.0,4,10,0.4
0,0,26,10.400000000000006,4,11,0.3636363636363637
0,0,27,10.800000000000011,5,11,0.4545454545454545
0,0,28,11.200000000000005,5,11,0.4545454545454545
0,0,29,11.600000000000007,7,11,0.6363636363636364
0,0,30,12.0,7,11,0.6363636363636364
0,0,31,12.400000000000004,7,11,0.6363636363636364
0,0,32,12.800000000000011,7,11,0.6363636363636364
0,0,33,13.200000000000005,7,11,0.6363636363636364
0,0,34,13.600000000000007,7,11,0.6363636363636364
0,0,35,14.0,7,11,0.6363636363636364
0,0,36,14.400000000000004,7,11,0.6363636363636364
0,0,37,14.800000000000011,7,11,0.6363636363636364
0,0,38,15.200000000000005,7,11,0.6363636363636364
0,0,39,15.600000000000007,7,11,0.6363636363636364
0,0,40,16.0,7,11,0.6363636363636364
0,0,41,16.400000000000006,7,11,0.6363636363636364
0,0,42,16.800000000000008,7,11,0.6363636363636364
0,0,43,17.200000000000006,7,11,0.6363636363636364
0,0,44,17.600000000000012,7,11,0.6363636363636364
0,0,45,18.0,7,11,0.6363636363636364
0,0,46,18.400000000000006,7,11,0.6363636363636364
0,0,47,18.80000000000001,7,11,0.6363636363636364
0,0,48,19.200000000000006,7,11,0.6363636363636364
0,0,49,19.600000000000012,7,11,0.6363636363636364
0,0,50,20.0,7,11,0.6363636363636364
0,0,51,20.400000000000006,7,11,0.6363636363636364
0,0,52,20.80000000000001,7,11,0.6363636363636364
0,0,53,21.200000000000006,7,11,0.6363636363636364
0,0,54,21.60000000000001,7,11,0.6363636363636364
0,0,55,22.0,7,11,0.6363636363636364
0,0,56,22.40000000000001,7,11,0.6363636363636364
0,0,57,22.800000000000008,7,11,0.6363636363636364
0,0,58,23.200000000000006,7,11,0.6363636363636364
0,0,59,23.60000000000001,7,11,0.6363636363636364
0,0,60,24.0,7,11,0.6363636363636364
0,0,61,24.40000000000001,7,11,0.6363636363636364
0,0,62,24.800000000000008,7,11,0.6363636363636364
0,0,63,25.200000000000006,7,11,0.6363636363636364
0,0,64,25.60000000000001,7,11,0.6363636363636364
0,0,65,26.0,7,11,0.6363636363636364
0,0,66,26.40000000000001,7,11,0.6363636363636364
0,0,67,26.800000000000008,8,11,0.7272727272727273
0,0,68,27.200000000000006,8,11,0.7272727272727273
0,0,69,27.60000000000001,8,11,0.7272727272727273
0,0,70,28.0,8,11,0.7272727272727273
0,0,71,28.40000000000001,8,11,0.7272727272727273
0,0,72,28.800000000000008,8,11,0.7272727272727273
0,0,73,29.200000000000014,8,11,0.7272727272727273
0,0,74,29.599999999999994,8,11,0.7272727272727273
0,0,75,30.0,8,11,0.7272727272727273
0,0,76,30.40000000000001,8,11,0.7272727272727273
0,0,77,30.800000000000008,8,11,0.7272727272727273
0,0,78,31.200000000000014,8,11,0.7272727272727273
0,0,79,31.599999999999994,8,11,0.7272727272727273
0,0,80,32.0,8,11,0.7272727272727273
0,0,81,32.40000000000001,8,11,0.7272727272727273
0,0,82,32.80000000000001,9,11,0.8181818181818182
0,0,83,33.20000000000002,9,12,0.75
0,0,84,33.599999999999994,10,12,0.8333333333333334
0,0,85,34.0,10,13,0.7692307692307693
0,0,86,34.40000000000001,10,13,0.7692307692307693
0,0,87,34.80000000000001,10,13,0.7692307692307693
0,0,88,35.200000000000024,10,12,0.8333333333333334
0,0,89,35.59999999999999,10,12,0.8333333333333334
0,0,90,36.0,10,12,0.8333333333333334
0,0,91,36.40000000000001,10,12,0.8333333333333334
0,0,92,36.80000000000001,10,12,0.8333333333333334
0,0,93,37.200000000000024,10,12,0.8333333333333334
0,0,94,37.6,10,12,0.8333333333333334
0,0,95,38.0,10,12,0.8333333333333334
0,0,96,38.40000000000001,10,12,0.8333333333333334
0,0,97,38.80000000000001,10,12,0.8333333333333334
0,0,98,39.200000000000024,10,12,0.8333333333333334
0,0,99,39.6,10,12,0.8333333333333334
0,0,100,40.0,10,12,0.8333333333333334
0,0,101,40.40000000000001,10,12,0.8333333333333334
0,0,102,40.80000000000001,10,12,0.8333333333333334
0,0,103,41.200000000000024,10,12,0.8333333333333334
0,0,104,41.6,10,12,0.8333333333333334
0,0,105,42.0,10,12,0.8333333333333334
0,0,106,42.40000000000001,10,12,0.8333333333333334
