#IDXCOL=1,DATACOL=3,SEP=' '
timeStep numberPedsInformed-PID12 numberPedsAll-PID12 percentageInformed-PID12
101 0 70 0.0
102 0 70 0.0
103 0 71 0.0
104 0 72 0.0
105 0 72 0.0
106 0 72 0.0
107 0 74 0.0
108 0 74 0.0
109 0 74 0.0
110 0 74 0.0
111 0 75 0.0
112 0 77 0.0
113 0 78 0.0
114 0 79 0.0
115 0 79 0.0
116 0 81 0.0
117 0 82 0.0
118 0 83 0.0
119 0 85 0.0
120 0 87 0.0
121 0 87 0.0
122 0 87 0.0
123 0 87 0.0
124 0 87 0.0
125 0 90 0.0
126 0 91 0.0
127 0 91 0.0
128 0 91 0.0
129 0 91 0.0
130 0 92 0.0
131 0 92 0.0
132 0 93 0.0
133 0 95 0.0
134 0 95 0.0
135 0 96 0.0
136 0 96 0.0
137 0 96 0.0
138 0 97 0.0
139 0 98 0.0
140 0 99 0.0
141 0 100 0.0
142 0 100 0.0
143 0 101 0.0
144 0 102 0.0
145 0 102 0.0
146 0 103 0.0
147 0 103 0.0
148 0 105 0.0
149 0 105 0.0
150 0 105 0.0
151 0 107 0.0
152 0 107 0.0
153 0 108 0.0
154 0 109 0.0
155 0 109 0.0
156 0 109 0.0
157 0 109 0.0
158 0 109 0.0
159 0 111 0.0
160 0 111 0.0
161 0 113 0.0
162 0 114 0.0
163 0 115 0.0
164 0 115 0.0
165 0 117 0.0
166 0 118 0.0
167 0 118 0.0
168 0 118 0.0
169 0 120 0.0
170 0 120 0.0
171 0 121 0.0
172 0 121 0.0
173 0 121 0.0
174 0 124 0.0
175 0 124 0.0
176 0 125 0.0
177 0 126 0.0
178 0 129 0.0
179 0 131 0.0
180 0 132 0.0
181 0 132 0.0
182 0 133 0.0
183 0 134 0.0
184 0 137 0.0
185 0 138 0.0
186 0 138 0.0
187 0 138 0.0
188 0 138 0.0
189 0 138 0.0
190 0 139 0.0
191 0 139 0.0
192 0 140 0.0
193 0 140 0.0
194 0 141 0.0
195 0 143 0.0
196 0 144 0.0
197 0 144 0.0
198 0 147 0.0
199 0 147 0.0
200 0 147 0.0
201 0 147 0.0
202 0 147 0.0
203 0 149 0.0
204 0 150 0.0
205 0 150 0.0
206 0 150 0.0
207 0 151 0.0
208 0 151 0.0
209 0 153 0.0
210 0 154 0.0
211 0 154 0.0
212 0 155 0.0
213 0 158 0.0
214 0 158 0.0
215 0 158 0.0
216 0 158 0.0
217 0 158 0.0
218 0 159 0.0
219 0 159 0.0
220 0 160 0.0
221 0 161 0.0
222 0 162 0.0
223 0 162 0.0
224 0 163 0.0
225 0 163 0.0
226 0 163 0.0
227 0 166 0.0
228 0 166 0.0
229 0 167 0.0
230 0 169 0.0
231 0 170 0.0
232 0 171 0.0
233 0 171 0.0
234 0 172 0.0
235 0 172 0.0
236 0 172 0.0
237 0 174 0.0
238 0 173 0.0
239 0 173 0.0
240 0 174 0.0
241 0 175 0.0
242 0 176 0.0
243 0 178 0.0
244 0 179 0.0
245 0 180 0.0
246 0 180 0.0
247 0 180 0.0
248 0 179 0.0
249 0 180 0.0
250 0 181 0.0
251 0 181 0.0
252 1 182 0.005494505494505495
253 1 182 0.005494505494505495
254 14 184 0.07608695652173914
255 14 184 0.07608695652173914
256 14 185 0.07567567567567568
257 63 186 0.3387096774193548
258 63 186 0.3387096774193548
259 69 186 0.3709677419354839
260 69 186 0.3709677419354839
261 69 187 0.3689839572192513
262 87 188 0.4627659574468085
263 87 190 0.45789473684210524
264 108 192 0.5625
265 108 192 0.5625
266 108 192 0.5625
267 125 191 0.6544502617801047
268 124 191 0.6492146596858639
269 125 192 0.6510416666666666
270 125 192 0.6510416666666666
271 125 192 0.6510416666666666
272 128 194 0.6597938144329897
273 128 194 0.6597938144329897
274 141 197 0.7157360406091371
275 141 197 0.7157360406091371
276 141 197 0.7157360406091371
277 141 198 0.7121212121212122
278 141 199 0.7085427135678392
279 141 200 0.705
280 141 202 0.698019801980198
281 141 203 0.6945812807881774
282 151 203 0.7438423645320197
283 150 204 0.7352941176470589
284 150 204 0.7352941176470589
285 150 205 0.7317073170731707
286 150 206 0.7281553398058253
287 153 206 0.7427184466019418
288 153 206 0.7427184466019418
289 153 206 0.7427184466019418
290 153 207 0.7391304347826086
291 152 207 0.7342995169082126
292 153 207 0.7391304347826086
293 153 209 0.7320574162679426
294 160 210 0.7619047619047619
295 160 210 0.7619047619047619
296 160 211 0.7582938388625592
297 161 212 0.7594339622641509
298 161 212 0.7594339622641509
299 164 214 0.7663551401869159
300 164 214 0.7663551401869159
301 164 214 0.7663551401869159
302 164 215 0.7627906976744186
303 164 216 0.7592592592592593
304 166 216 0.7685185185185185
305 166 217 0.7649769585253456
306 166 218 0.7614678899082569
307 166 219 0.7579908675799086
308 166 221 0.751131221719457
309 169 221 0.7647058823529411
310 169 223 0.757847533632287
311 168 224 0.75
312 168 224 0.75
313 168 225 0.7466666666666667
314 168 226 0.7433628318584071
315 169 227 0.7444933920704846
316 169 228 0.7412280701754386
317 170 227 0.748898678414097
318 170 227 0.748898678414097
319 172 227 0.7577092511013216
320 172 228 0.7543859649122807
321 171 227 0.7533039647577092
322 172 228 0.7543859649122807
323 172 228 0.7543859649122807
324 172 229 0.7510917030567685
325 172 229 0.7510917030567685
326 172 230 0.7478260869565218
327 176 230 0.7652173913043478
328 176 230 0.7652173913043478
329 176 230 0.7652173913043478
330 176 230 0.7652173913043478
331 176 230 0.7652173913043478
332 177 230 0.7695652173913043
333 177 231 0.7662337662337663
334 179 231 0.7748917748917749
335 179 232 0.771551724137931
336 179 233 0.7682403433476395
337 182 233 0.7811158798283262
338 182 234 0.7777777777777778
339 182 234 0.7777777777777778
340 180 233 0.7725321888412017
341 180 233 0.7725321888412017
342 180 235 0.7659574468085106
343 181 236 0.7669491525423728
344 181 237 0.7637130801687764
345 190 238 0.7983193277310925
346 190 239 0.7949790794979079
347 190 239 0.7949790794979079
348 190 239 0.7949790794979079
349 189 238 0.7941176470588235
350 189 240 0.7875
351 189 242 0.78099173553719
352 189 241 0.7842323651452282
353 189 242 0.78099173553719
354 189 244 0.7745901639344263
355 189 245 0.7714285714285715
356 189 246 0.7682926829268293
357 189 246 0.7682926829268293
358 189 249 0.7590361445783133
359 189 249 0.7590361445783133
360 189 250 0.756
361 189 250 0.756
362 191 252 0.7579365079365079
363 191 255 0.7490196078431373
364 190 256 0.7421875
365 190 256 0.7421875
366 190 259 0.7335907335907336
367 190 260 0.7307692307692307
368 190 264 0.7196969696969697
369 190 266 0.7142857142857143
370 190 268 0.7089552238805971
371 190 269 0.7063197026022305
372 191 270 0.7074074074074074
373 191 270 0.7074074074074074
374 192 269 0.7137546468401487
375 192 269 0.7137546468401487
376 192 270 0.7111111111111111
377 194 269 0.7211895910780669
378 194 269 0.7211895910780669
379 196 268 0.7313432835820896
380 196 269 0.7286245353159851
381 195 269 0.724907063197026
382 196 269 0.7286245353159851
383 196 269 0.7286245353159851
384 196 269 0.7286245353159851
385 196 269 0.7286245353159851
386 196 271 0.7232472324723247
387 206 271 0.7601476014760148
388 206 271 0.7601476014760148
389 209 271 0.7712177121771218
390 208 271 0.7675276752767528
391 208 271 0.7675276752767528
392 210 271 0.7749077490774908
393 210 273 0.7692307692307693
394 211 275 0.7672727272727272
395 211 275 0.7672727272727272
396 210 274 0.7664233576642335
397 210 275 0.7636363636363637
398 210 275 0.7636363636363637
399 211 275 0.7672727272727272
400 209 274 0.7627737226277372
401 209 275 0.76
402 209 274 0.7627737226277372
403 208 274 0.7591240875912408
404 207 274 0.7554744525547445
405 207 276 0.75
406 207 276 0.75
407 210 277 0.7581227436823105
408 210 279 0.7526881720430108
409 211 279 0.7562724014336918
410 211 279 0.7562724014336918
411 211 281 0.7508896797153025
412 211 282 0.74822695035461
413 211 285 0.7403508771929824
414 214 285 0.7508771929824561
415 213 285 0.7473684210526316
416 213 286 0.7447552447552448
417 213 288 0.7395833333333334
418 213 290 0.7344827586206897
419 217 289 0.7508650519031141
420 217 291 0.7457044673539519
421 216 291 0.7422680412371134
422 216 292 0.7397260273972602
423 216 292 0.7397260273972602
424 217 291 0.7457044673539519
425 215 290 0.7413793103448276
426 214 289 0.740484429065744
427 213 289 0.7370242214532872
428 213 289 0.7370242214532872
429 214 290 0.7379310344827587
430 213 290 0.7344827586206897
431 212 289 0.7335640138408305
432 212 290 0.7310344827586207
433 210 289 0.726643598615917
434 212 289 0.7335640138408305
435 211 288 0.7326388888888888
436 211 289 0.7301038062283737
437 209 287 0.7282229965156795
438 209 287 0.7282229965156795
439 208 285 0.7298245614035088
440 208 286 0.7272727272727273
441 208 286 0.7272727272727273
442 208 286 0.7272727272727273
443 208 288 0.7222222222222222
444 208 288 0.7222222222222222
445 208 289 0.7197231833910035
446 208 289 0.7197231833910035
447 208 290 0.7172413793103448
448 208 290 0.7172413793103448
449 208 289 0.7197231833910035
450 207 289 0.7162629757785467
451 207 290 0.7137931034482758
452 208 290 0.7172413793103448
453 208 290 0.7172413793103448
454 209 290 0.7206896551724138
455 208 289 0.7197231833910035
456 208 289 0.7197231833910035
457 207 288 0.71875
458 207 289 0.7162629757785467
459 206 288 0.7152777777777778
460 206 288 0.7152777777777778
461 206 288 0.7152777777777778
462 208 291 0.7147766323024055
463 208 292 0.7123287671232876
464 208 292 0.7123287671232876
465 207 291 0.711340206185567
466 207 295 0.7016949152542373
467 210 294 0.7142857142857143
468 210 295 0.711864406779661
469 210 295 0.711864406779661
470 210 295 0.711864406779661
471 210 297 0.7070707070707071
472 211 297 0.7104377104377104
473 215 297 0.7239057239057239
474 217 296 0.7331081081081081
475 217 296 0.7331081081081081
476 221 296 0.7466216216216216
477 221 296 0.7466216216216216
478 220 295 0.7457627118644068
479 219 294 0.7448979591836735
480 219 295 0.7423728813559322
481 219 295 0.7423728813559322
482 219 296 0.7398648648648649
483 217 295 0.735593220338983
484 219 296 0.7398648648648649
485 218 296 0.7364864864864865
486 217 295 0.735593220338983
487 217 294 0.7380952380952381
488 217 296 0.7331081081081081
489 218 296 0.7364864864864865
490 217 296 0.7331081081081081
491 215 294 0.7312925170068028
492 215 295 0.7288135593220338
493 219 295 0.7423728813559322
494 219 295 0.7423728813559322
495 218 294 0.7414965986394558
496 218 294 0.7414965986394558
497 222 294 0.7551020408163265
498 222 294 0.7551020408163265
499 225 294 0.7653061224489796
500 225 295 0.7627118644067796
501 224 295 0.7593220338983051
