id,run_id,unknown_index_0,timeStep,numberPedsInformed-PID12,numberPedsAll-PID12,percentageInformed-PID12
0,0,0,0.0,0,250,0.0
0,0,1,0.4000000000000057,0,251,0.0
0,0,2,0.8000000000000114,1,251,0.00398406374501992
0,0,3,1.2000000000000028,1,254,0.003937007874015748
0,0,4,1.6000000000000083,26,255,0.10196078431372547
0,0,5,2.0,26,256,0.1015625
0,0,6,2.4000000000000057,26,258,0.1007751937984496
0,0,7,2.800000000000012,76,260,0.2923076923076923
0,0,8,3.200000000000003,76,260,0.2923076923076923
0,0,9,3.6000000000000085,93,262,0.3549618320610687
0,0,10,4.0,93,264,0.3522727272727273
0,0,11,4.400000000000006,93,264,0.3522727272727273
0,0,12,4.800000000000012,100,267,0.3745318352059925
0,0,13,5.200000000000003,100,271,0.3690036900369004
0,0,14,5.6000000000000085,102,272,0.375
0,0,15,6.0,102,275,0.3709090909090909
0,0,16,6.400000000000006,102,279,0.3655913978494624
0,0,17,6.800000000000012,136,283,0.48056537102473496
0,0,18,7.200000000000002,136,283,0.48056537102473496
0,0,19,7.600000000000008,159,283,0.5618374558303887
0,0,20,8.0,159,283,0.5618374558303887
0,0,21,8.400000000000006,159,282,0.5638297872340425
0,0,22,8.800000000000011,183,283,0.6466431095406361
0,0,23,9.200000000000003,183,283,0.6466431095406361
0,0,24,9.600000000000009,194,283,0.6855123674911661
0,0,25,10.0,194,285,0.6807017543859649
0,0,26,10.400000000000006,194,285,0.6807017543859649
0,0,27,10.800000000000011,198,285,0.6947368421052632
0,0,28,11.200000000000005,198,285,0.6947368421052632
0,0,29,11.600000000000007,200,287,0.6968641114982579
0,0,30,12.0,200,287,0.6968641114982579
0,0,31,12.400000000000004,200,287,0.6968641114982579
0,0,32,12.800000000000011,204,288,0.7083333333333334
0,0,33,13.200000000000005,204,288,0.7083333333333334
0,0,34,13.600000000000007,210,290,0.7241379310344828
0,0,35,14.0,209,291,0.718213058419244
0,0,36,14.400000000000004,209,291,0.718213058419244
0,0,37,14.800000000000011,210,292,0.7191780821917808
0,0,38,15.200000000000005,210,292,0.7191780821917808
0,0,39,15.600000000000007,212,293,0.7235494880546075
0,0,40,16.0,212,294,0.7210884353741497
0,0,41,16.400000000000006,212,295,0.7186440677966102
0,0,42,16.800000000000008,216,296,0.7297297297297297
0,0,43,17.200000000000006,216,297,0.7272727272727273
0,0,44,17.600000000000012,217,299,0.7257525083612041
0,0,45,18.0,217,301,0.7209302325581395
0,0,46,18.400000000000006,216,300,0.72
0,0,47,18.80000000000001,221,301,0.7342192691029901
0,0,48,19.200000000000006,222,304,0.7302631578947368
0,0,49,19.600000000000012,224,306,0.7320261437908496
0,0,50,20.0,224,308,0.7272727272727273
0,0,51,20.400000000000006,224,311,0.7202572347266881
0,0,52,20.80000000000001,224,313,0.7156549520766773
0,0,53,21.200000000000006,224,314,0.7133757961783439
0,0,54,21.60000000000001,225,315,0.7142857142857143
0,0,55,22.0,227,316,0.7183544303797469
0,0,56,22.40000000000001,226,315,0.7174603174603175
0,0,57,22.800000000000008,226,316,0.7151898734177216
0,0,58,23.200000000000006,226,317,0.7129337539432177
0,0,59,23.60000000000001,226,318,0.710691823899371
0,0,60,24.0,228,318,0.7169811320754716
0,0,61,24.40000000000001,228,320,0.7125
0,0,62,24.800000000000008,227,320,0.709375
0,0,63,25.200000000000006,227,321,0.7071651090342679
0,0,64,25.60000000000001,229,321,0.7133956386292835
0,0,65,26.0,229,321,0.7133956386292835
0,0,66,26.40000000000001,228,322,0.7080745341614907
0,0,67,26.800000000000008,229,322,0.7111801242236024
0,0,68,27.200000000000006,271,323,0.8390092879256966
0,0,69,27.60000000000001,275,324,0.8487654320987654
0,0,70,28.0,277,326,0.8496932515337423
0,0,71,28.40000000000001,277,326,0.8496932515337423
0,0,72,28.800000000000008,277,327,0.8470948012232415
0,0,73,29.200000000000014,279,328,0.850609756097561
0,0,74,29.599999999999994,282,328,0.8597560975609756
0,0,75,30.0,283,329,0.8601823708206687
0,0,76,30.40000000000001,282,329,0.8571428571428571
0,0,77,30.800000000000008,284,329,0.8632218844984803
0,0,78,31.200000000000014,284,330,0.8606060606060606
0,0,79,31.599999999999994,285,330,0.8636363636363636
0,0,80,32.0,288,330,0.8727272727272727
0,0,81,32.40000000000001,325,329,0.9878419452887538
1,0,0,0.0,0,10,0.0
1,0,1,0.4000000000000057,0,10,0.0
1,0,2,0.8000000000000114,3,10,0.3
1,0,3,1.2000000000000028,3,10,0.3
1,0,4,1.6000000000000083,4,10,0.4
1,0,5,2.0,4,10,0.4
1,0,6,2.4000000000000057,4,10,0.4
1,0,7,2.800000000000012,4,10,0.4
